Reference,London Borough Name,Attendant Location,Severity,Number Of Casualties,Number Of Vehicles,Date,Day,Time,Highway,Road Class 1,Road Number 1,Road Type,Speed Limit,Junction Detail,Junction Control,Road Class 2,Road Number 2,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Easting,Northing,Longitude,Latitude,Ward Code,Ward Name,Spatial Accuracy,Location,Socrata ID,Last Uploaded,Organisation URI
0106EO41329,CAMDEN,MONMOUTH ST J/W SHAFTESBURY AVE,3 Slight,1,1,26/11/2006 01:43:00 PM,Sunday   ,13.43,3 Bor,B,404,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,TLRN,401,1 Zebra,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,530060,181230,-0.127048,51.515041,E05000138,Holborn and Covent Garden,Unknown,"(51.515041, -0.127048)",33001,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41331,CAMDEN,NFL FARRINGDON ROAD J/W GREVILLE STREET,3 Slight,1,3,21/11/2006 08:30:00 AM,Tuesday  ,8.30,1 TLRN,TLRN,201,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,6 Unclassified,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,531520,181790,-0.105811,51.519736,E05000138,Holborn and Covent Garden,Unknown,"(51.519736, -0.105811)",33000,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41332,CAMDEN,NFL NEW OXFORD STREET 40M NE J/W EARNSHAW STREET,3 Slight,1,1,03/12/2006 05:26:00 PM,Sunday   ,17.26,3 Bor,TLRN,40,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529950,181410,-0.128566,51.516684,E05000129,Bloomsbury,Unknown,"(51.516684, -0.128566)",32999,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41333,CAMDEN,HEATH STREET J/W WEST HEATH ROAD,3 Slight,1,2,04/12/2006 08:25:00 PM,Monday   ,20.25,3 Bor,TLRN,502,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,C,0,5 Pedn Phase At Ats,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,526300,186250,-0.179406,51.561008,E05000135,Hampstead Town,Unknown,"(51.561008, -0.179406)",32998,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41334,CAMDEN,HAMPSTEAD ROAD J/W VARNDELL STREET,3 Slight,1,1,04/12/2006 07:30:00 PM,Monday   ,19.30,1 TLRN,TLRN,400,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,C,0,0 No Xing Facility In 50m,2 Dark,2 Raining,2 Road-Wet,5 Surface Defect,0 None,529200,182820,-0.138853,51.529527,E05000142,Regent's Park,Unknown,"(51.529527, -0.138853)",32997,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41336,CAMDEN,CAMDEN HIGH STREET J/W DELANCEY STREET,3 Slight,1,1,04/12/2006 03:00:00 PM,Monday   ,15.00,1 TLRN,TLRN,502,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,TLRN,503,5 Pedn Phase At Ats,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,529000,183660,-0.141427,51.537122,E05000142,Regent's Park,Unknown,"(51.537122, -0.141427)",32996,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41337,CAMDEN,WEST END LANE J/W IVERSON ROAD,3 Slight,1,2,06/12/2006 04:20:00 PM,Wednesday,16.20,3 Bor,B,510,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,4 B,520,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525520,184770,-0.19118,51.547881,E05000145,West Hampstead,Unknown,"(51.547881, -0.19118)",32995,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41338,CAMDEN,LYMINGTON ROAD 50M W J/W WEST END LANE,3 Slight,1,2,01/12/2006 08:22:00 AM,Friday   ,8.22,3 Bor,C,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525540,184920,-0.190838,51.549224,E05000145,West Hampstead,Unknown,"(51.549224, -0.190838)",32994,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41339,CAMDEN,KENTISH TOWN ROAD J.W HOLMES ROAD,3 Slight,1,1,04/12/2006 05:01:00 PM,Monday   ,17.01,3 Bor,TLRN,400,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,528990,185010,-0.141077,51.549256,E05000139,Kentish Town,Unknown,"(51.549256, -0.141077)",32993,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41340,CAMDEN,NEW OXFORD STREET J/W BLOOMSBURY STREET,3 Slight,1,1,08/12/2006 10:25:00 PM,Friday   ,22.25,3 Bor,TLRN,40,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,TLRN,400,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530080,181440,-0.126683,51.516924,E05000138,Holborn and Covent Garden,Unknown,"(51.516924, -0.126683)",32992,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41342,CAMDEN,NFL KINGSWAY 60M N FROM J/W REMNANT ST,2 Serious,1,1,07/12/2006 08:29:00 PM,Thursday ,20.29,3 Bor,TLRN,4200,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530540,181440,-0.120057,51.516818,E05000138,Holborn and Covent Garden,Unknown,"(51.516818, -0.120057)",32991,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41343,CAMDEN,WOBURN PL J/W RUSSELL SQA,3 Slight,1,1,06/12/2006 08:10:00 PM,Wednesday,20.10,3 Bor,TLRN,4200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,TLRN,4200,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530110,182100,-0.126007,51.522848,E05000129,Bloomsbury,Unknown,"(51.522848, -0.126007)",32990,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41347,CAMDEN,NFL YORK WAY 99M S FROM J/W VALE ROYAL,3 Slight,1,1,16/08/2006 03:05:00 PM,Wednesday,15.05,3 Bor,TLRN,5200,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,530130,184090,-0.124985,51.540727,E05000143,St Pancras and Somers Town,Unknown,"(51.540727, -0.124985)",32989,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41352,CAMDEN,THEOBALD'S RD J/W EMERALD ST,3 Slight,1,1,13/12/2006 04:30:00 PM,Wednesday,16.30,3 Bor,TLRN,401,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530730,181860,-0.117165,51.520548,E05000138,Holborn and Covent Garden,Unknown,"(51.520548, -0.117165)",32988,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41356,CAMDEN,HIGH HOLBORN J/W GRAY'S INN RD,3 Slight,1,2,12/12/2006 07:50:00 PM,Tuesday  ,19.50,3 Bor,TLRN,40,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,TLRN,5200,5 Pedn Phase At Ats,2 Dark,1 Fine,2 Road-Wet,0 None,0 None,531150,181600,-0.111211,51.518115,,,Unknown,"(51.518115, -0.111211)",32987,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41357,CAMDEN,GLOUCESTER GATE BRIDGE J/W ALBANY ST,3 Slight,1,2,10/12/2006 10:15:00 AM,Sunday   ,10.15,3 Bor,TLRN,4201,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,6 Unclassified,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528610,183470,-0.147116,51.535503,E05000142,Regent's Park,Unknown,"(51.535503, -0.147116)",32986,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41358,CAMDEN,AGAR GROVE J/W YORK WAY,3 Slight,1,2,09/12/2006 11:00:00 AM,Saturday ,11.00,3 Bor,TLRN,5200,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,C,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530050,184380,-0.12603,51.543351,E05000131,Cantelowes,Unknown,"(51.543351, -0.12603)",32985,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41361,CAMDEN,NEW OXFORD ST J/W MUSEUM ST,3 Slight,1,1,17/12/2006 02:50:00 AM,Sunday   ,2.50,3 Bor,TLRN,40,2 One-Way St,2 30 MPH,7 Multi Jun,2 Auto Sig,C,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530170,181470,-0.125375,51.517173,E05000138,Holborn and Covent Garden,Unknown,"(51.517173, -0.125375)",32984,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41362,CAMDEN,FINCHLEY RD J/W FAIRFAX RD,3 Slight,1,1,11/12/2006 12:40:00 PM,Monday   ,12.40,1 TLRN,TLRN,41,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,C,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,526460,184520,-0.177721,51.545425,E05000144,Swiss Cottage,Unknown,"(51.545425, -0.177721)",32983,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41363,CAMDEN,WEST END LA J/W BLACKBURN RD,3 Slight,1,2,16/12/2006 10:00:00 AM,Saturday ,10.00,3 Bor,B,510,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525520,184670,-0.191216,51.546982,E05000145,West Hampstead,Unknown,"(51.546982, -0.191216)",32982,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41364,CAMDEN,EVERSHOLT ST J/W CRANLEIGH ST,3 Slight,1,2,09/12/2006 05:15:00 PM,Saturday ,17.15,3 Bor,TLRN,4200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529360,183140,-0.13643,51.532366,E05000143,St Pancras and Somers Town,Unknown,"(51.532366, -0.13643)",32981,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41365,CAMDEN,NFL AGAR GRO 90M NE FROM J/W AGAR PLA,3 Slight,1,2,14/12/2006 10:00:00 AM,Thursday ,10.00,3 Bor,C,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529510,184280,-0.13385,51.542577,E05000143,St Pancras and Somers Town,Unknown,"(51.542577, -0.13385)",32980,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41366,CAMDEN,ALBANY ST 50M  N FROM J/W LONGFORD ST,3 Slight,1,1,16/12/2006 08:00:00 AM,Saturday ,8.00,3 Bor,TLRN,4201,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528830,182430,-0.144326,51.526107,E05000142,Regent's Park,Unknown,"(51.526107, -0.144326)",32979,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41367,CAMDEN,HIGH HOLBORN J/W SHAFTESBURY AVENUE,3 Slight,1,2,26/10/2006 03:40:00 PM,Thursday ,15.40,3 Bor,TLRN,40,2 One-Way St,2 30 MPH,7 Multi Jun,2 Auto Sig,TLRN,401,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530080,181300,-0.126734,51.515666,E05000138,Holborn and Covent Garden,Unknown,"(51.515666, -0.126734)",32978,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41373,CAMDEN,BERNARD ST J/W HERBRAND ST,3 Slight,1,1,15/12/2006 07:30:00 PM,Friday   ,19.30,3 Bor,B,504,2 One-Way St,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,1 Zebra,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530190,182130,-0.124844,51.523099,E05000129,Bloomsbury,Unknown,"(51.523099, -0.124844)",32977,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41378,CAMDEN,EVERSHOLT ST J/W LIDLINGTON PL,3 Slight,1,2,17/12/2006 11:00:00 PM,Sunday   ,23.00,1 TLRN,TLRN,4200,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,TLRN,400,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529310,183210,-0.137125,51.533007,E05000143,St Pancras and Somers Town,Unknown,"(51.533007, -0.137125)",32976,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41379,CAMDEN,NFL ABBEY RD 86M NW FROM J/W BOUNDARY RD,3 Slight,1,1,24/12/2006 01:19:00 AM,Sunday   ,1.19,3 Bor,B,507,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,525930,183730,-0.185642,51.538443,E05000140,Kilburn,Unknown,"(51.538443, -0.185642)",32975,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41380,CAMDEN,UPPER WICKHAM PLA J/W EUSTON RD,3 Slight,1,1,15/12/2006 05:05:00 PM,Friday   ,17.05,1 TLRN,TLRN,4200,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,TLRN,501,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529770,182570,-0.130732,51.52715,E05000129,Bloomsbury,Unknown,"(51.52715, -0.130732)",32974,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41384,CAMDEN,THEOBALD'S ROAD J/W EMERALD STREET,3 Slight,1,2,30/10/2006 01:16:00 PM,Monday   ,13.16,3 Bor,TLRN,401,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530730,181860,-0.117165,51.520548,E05000138,Holborn and Covent Garden,Unknown,"(51.520548, -0.117165)",32973,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41387,CAMDEN,AVENUE ROAD J/W ELSWORTHY ROAD,3 Slight,1,2,18/12/2006 07:06:00 PM,Monday   ,19.06,3 Bor,B,525,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,1 Zebra,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,526960,183840,-0.170759,51.539201,E05000144,Swiss Cottage,Unknown,"(51.539201, -0.170759)",32972,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41389,CAMDEN,CLERKENWELL ROAD J/W HERBAL HILL,3 Slight,1,2,20/12/2006 08:09:00 AM,Wednesday,8.09,3 Bor,TLRN,5201,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,TLRN,5201,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,531320,182040,-0.108599,51.522029,E05000138,Holborn and Covent Garden,Unknown,"(51.522029, -0.108599)",32971,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41390,CAMDEN,HIGHGATE WEST HILL J/W MILLFIELD LANE,2 Serious,1,1,20/12/2006 10:54:00 AM,Wednesday,10.54,3 Bor,C,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,528150,186540,-0.152627,51.563197,E05000137,Highgate,Unknown,"(51.563197, -0.152627)",32970,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41392,CAMDEN,NFL GORDON HOUSE ROAD 50M SW J/W HIGHGATE ROAD,3 Slight,1,2,20/11/2006 06:29:00 PM,Monday   ,18.29,3 Bor,B,518,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,5 Pedn Phase At Ats,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,528540,185790,-0.147278,51.556368,E05000137,Highgate,Unknown,"(51.556368, -0.147278)",32969,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41395,CAMDEN,NFL CHALK FARM ROAD 60M NW J/W FERDINAND STREET,3 Slight,1,2,15/12/2006 05:40:00 PM,Friday   ,17.40,3 Bor,TLRN,502,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528390,184300,-0.149984,51.543012,E05000130,Camden Town with Primrose Hill,Unknown,"(51.543012, -0.149984)",32968,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41396,CAMDEN,NFL ABBEY RD 27M SE FROM J/W PRIORY TER,3 Slight,2,2,07/12/2006 08:10:00 PM,Thursday ,20.10,3 Bor,B,507,6 Single Cwy,2 30 MPH,8 Priv Drive,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50m,2 Dark,8 Other,2 Road-Wet,0 None,0 None,525710,183950,-0.188734,51.540469,E05000140,Kilburn,Unknown,"(51.540469, -0.188734)",32967,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41398,CAMDEN,MARKET RD J/W YORK WAY,3 Slight,1,2,30/12/2006 01:20:00 PM,Saturday ,13.20,3 Bor,Unclassified,0,1 Roundabout,2 30 MPH,2 Mini,4 Give Way/Uncontrolled,TLRN,5200,0 No Xing Facility In 50m,1 Daylight,4 Fine/High Winds,1 Road-Dry,0 None,0 None,530020,184560,-0.126396,51.544976,E05000131,Cantelowes,Unknown,"(51.544976, -0.126396)",32966,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41409,CAMDEN,QUEX RD J/W KILBURN HIGH RD,3 Slight,1,1,13/12/2006 02:25:00 PM,Wednesday,14.25,3 Bor,B,510,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,TLRN,5,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525240,183850,-0.195543,51.539675,,,Unknown,"(51.539675, -0.195543)",32965,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41410,CAMDEN,OUTER CIRCLE J/W PARK SQUARE EAST,3 Slight,1,1,11/12/2006 01:29:00 PM,Monday   ,13.29,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,528730,182320,-0.145807,51.525141,,,Unknown,"(51.525141, -0.145807)",32964,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41413,CAMDEN,JOHN ST J/W NORTHINGTON ST,3 Slight,1,2,22/12/2006 01:30:00 PM,Friday   ,13.30,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530840,182040,-0.115513,51.52214,E05000138,Holborn and Covent Garden,Unknown,"(51.52214, -0.115513)",32963,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41414,CAMDEN,NFL SOUTHAMPTON ROW 28M S FROM J/W RUSSELL SQUARE,3 Slight,1,1,26/12/2006 05:33:00 PM,Tuesday  ,17.33,3 Bor,TLRN,4200,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530260,181920,-0.123913,51.521196,E05000129,Bloomsbury,Unknown,"(51.521196, -0.123913)",32962,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41417,CAMDEN,WEST END LA J/W BLACKBURN RD,3 Slight,1,1,17/12/2006 02:09:00 PM,Sunday   ,14.09,3 Bor,B,510,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,4 Road-Frost/Ice,0 None,0 None,525520,184680,-0.191212,51.547072,E05000145,West Hampstead,Unknown,"(51.547072, -0.191212)",32961,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41432,CAMDEN,FINCHLEY RD J/W CANFIELD GDNS,3 Slight,1,1,20/12/2006 12:20:00 PM,Wednesday,12.20,1 TLRN,TLRN,41,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,TLRN,41,5 Pedn Phase At Ats,1 Daylight,7 Fog/Mist,1 Road-Dry,0 None,0 None,526330,184680,-0.179537,51.546892,E05000133,Frognal and Fitzjohns,Unknown,"(51.546892, -0.179537)",32960,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41434,CAMDEN,NFL BAYHAM ST J/W GREENLAND ST,3 Slight,1,2,15/12/2006 04:15:00 PM,Friday   ,16.15,3 Bor,TLRN,503,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50m,1 Daylight,8 Other,2 Road-Wet,0 None,0 None,529020,183820,-0.14108,51.538555,E05000130,Camden Town with Primrose Hill,Unknown,"(51.538555, -0.14108)",32959,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41435,CAMDEN,FITZJOHNS AVE J/W COLLEGE CRESCENT,3 Slight,1,2,21/12/2006 06:00:00 PM,Thursday ,18.00,3 Bor,B,511,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,4 B,511,1 Zebra,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,526600,184530,-0.175699,51.545483,E05000133,Frognal and Fitzjohns,Unknown,"(51.545483, -0.175699)",32958,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41444,CAMDEN,QUEX RD J/W KINGSGATE RD,3 Slight,1,2,19/09/2006 04:54:00 PM,Tuesday  ,16.54,3 Bor,B,510,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525280,183880,-0.194956,51.539936,E05000140,Kilburn,Unknown,"(51.539936, -0.194956)",32957,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41447,CAMDEN,WEST HEATH RD J/W HEATH STREET,3 Slight,2,2,31/12/2006 05:45:00 PM,Sunday   ,17.45,3 Bor,C,0,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,TLRN,502,5 Pedn Phase At Ats,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,526300,186250,-0.179406,51.561008,E05000135,Hampstead Town,Unknown,"(51.561008, -0.179406)",32956,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO41457,CAMDEN,SPANIARDS RD 106M N FROM J/W SPANIARDS END,3 Slight,1,2,26/12/2006 11:29:00 PM,Tuesday  ,23.29,3 Bor,B,519,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,1 Zebra,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,526650,187230,-0.174007,51.569736,,,Unknown,"(51.569736, -0.174007)",32955,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO49015,CAMDEN,KENTISH TOWN ROAD J/W KELLY STREET,3 Slight,1,1,08/12/2006 10:55:00 AM,Friday   ,10.55,3 Bor,TLRN,400,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,1 Zebra,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,528950,184610,-0.1418,51.54567,E05000139,Kentish Town,Unknown,"(51.54567, -0.1418)",32954,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO49035,CAMDEN,GORDON STREET J/W EUSTON ROAD,3 Slight,1,2,05/11/2006 04:22:00 PM,Sunday   ,16.22,1 TLRN,TLRN,501,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,C,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529570,182460,-0.133654,51.526207,E05000129,Bloomsbury,Unknown,"(51.526207, -0.133654)",32953,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106EO49100,CAMDEN,CONSTANTINE RD 25M SW FROM J/W FLEET RD,3 Slight,1,2,06/12/2006 05:24:00 PM,Wednesday,17.24,3 Bor,C,0,2 One-Way St,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,527350,185530,-0.164528,51.554301,E05000134,Gospel Oak,Unknown,"(51.554301, -0.164528)",32952,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
0106QK50060,CAMDEN,KILBURN HIGH RD J/W BRONDESBURY RD,3 Slight,1,1,09/02/2006 09:26:00 AM,Thursday ,9.26,3 Bor,TLRN,5,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,4 B,451,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525340,183720,-0.194148,51.538485,,,Unknown,"(51.538485, -0.194148)",32951,04/11/2016 10:29:05 AM,http://opendatacommunities.org/id/london-borough-council/camden
